source,target,edge_weight,first_month,latest_month
alignment,visual alignment reward,1,2026-07,2026-07
alignment,visual-action alignment reward,1,2026-07,2026-07
alignment amplification,compression failure,1,2026-07,2026-07
alignment amplification,difference-in-differences,1,2026-07,2026-07
alignment amplification,lora fine-tune,1,2026-07,2026-07
alignment amplification,natural-language i/o,1,2026-07,2026-07
alignment criterion,confidence interval,1,2026-07,2026-07
alignment criterion,error rate,1,2026-07,2026-07
alignment criterion,risk-controlled selective answering,1,2026-07,2026-07
alignment criterion,uncertainty quantification,1,2026-07,2026-07
analytical jacobian,fr chet mean,1,2026-07,2026-07
analytical jacobian,pullback metrics,1,2026-07,2026-07
analytical jacobian,riemannian mean pooling,1,2026-07,2026-07
analytical jacobian,symmetric positive definite (spd) manifold,1,2026-07,2026-07
alignment,sft,1,2026-07,2026-07
subword vocabulary,unigram-lm,1,2026-07,2026-07
super-resolution,time-agnostic propagation,1,2026-07,2026-07
superposition,transformer circuit analysis,1,2026-07,2026-07
superquadric primitive,vision-language model,1,2026-07,2026-07
supervised training,transformer decoder,1,2026-07,2026-07
surrogate model,token-level explanation,1,2026-07,2026-07
surrogate model,transformer-based model,1,2026-07,2026-07
surrogate models,verification-first workflow,1,2026-07,2026-07
svm classifier,wavelet scattering transform,1,2026-07,2026-07
syntactic attacks,variable naming conventions,1,2026-07,2026-07
synthetic consumer data,top-term analyses,1,2026-07,2026-07
synthetic consumer data,topic models,1,2026-07,2026-07
synthetic content analysis,zero-day detection,1,2026-07,2026-07
agent,llm,1,2026-07,2026-07
table insight,table qa,1,2026-07,2026-07
task-semantic field factorization,time-series forecasting,1,2026-07,2026-07
task-semantic field factorization,variable semantics,1,2026-07,2026-07
teacher-student framework,voxel features,1,2026-07,2026-07
activation,working memory,1,2026-07,2026-07
activation dispersion,entity familiarity,1,2026-07,2026-07
activation dispersion,factual reliability,1,2026-07,2026-07
activation dispersion,inverse participation ratio,1,2026-07,2026-07
activation dispersion,large language models,1,2026-07,2026-07
activation dispersion,spectral entropy,1,2026-07,2026-07
activation magnitude,percentile-aware layerwise sparsity,1,2026-07,2026-07
activation magnitude,perplexity,1,2026-07,2026-07
activation magnitude,pruning,1,2026-07,2026-07
activation magnitude,transformer,1,2026-07,2026-07
synthetic fog generation,tracking,1,2026-07,2026-07
1-regularization,effective dimension,1,2026-07,2026-07
1-regularization,empirical risk minimization,1,2026-07,2026-07
1-regularization,reproducing kernel hilbert space,1,2026-07,2026-07
1-regularization,statistical inverse learning,1,2026-07,2026-07
1-regularization,variational source condition,1,2026-07,2026-07
1d u-net,ecg anonymization,1,2026-07,2026-07
1d u-net,privacy classifier,1,2026-07,2026-07
1d u-net,privacy-utility orthogonality,1,2026-07,2026-07
1d u-net,reconstruction-aware,1,2026-07,2026-07
1d u-net,utility classifier,1,2026-07,2026-07
ablated models,aligned models,1,2026-07,2026-07
ablated models,cwe attribution,1,2026-07,2026-07
ablated models,executable patch validation,1,2026-07,2026-07
sub-goal embeddings,sub-instructions,1,2026-07,2026-07
ablated models,refusal behavior,1,2026-07,2026-07
ablated models,vulnerability detection,1,2026-07,2026-07
stochastic block steering (sbs,stochastic token steering (sts,1,2026-07,2026-07
stochastic model-discovery operator,utility-aligned canonical decomposition,1,2026-07,2026-07
stop-gradient operator,unbounded positive asymmetric optimization (up,1,2026-07,2026-07
strategic bargaining,surplus extraction,1,2026-07,2026-07
structural and functional mri,transformer,1,2026-07,2026-07
structural and functional mri,variational autoencoder,1,2026-07,2026-07
structural tension,topological continuity,1,2026-07,2026-07
accuracy,coherence,1,2026-07,2026-07
structured newton layer parallelism,symbolic bootstraps,1,2026-07,2026-07
structured radio frequency interference,vision-language model,1,2026-07,2026-07
structured radio frequency interference,zero-shot,1,2026-07,2026-07
structured token-level communication,token-centric dual-view learning,1,2026-07,2026-07
ablated models,localization,1,2026-07,2026-07
advantage regularization,thinking residual,1,2026-07,2026-07
advantage-weighted compactness,advantage-weighted ranking loss,1,2026-07,2026-07
advantage-weighted compactness,advantage-weighted separation,1,2026-07,2026-07
advantage-weighted compactness,mutual transformer,1,2026-07,2026-07
advantage-weighted compactness,temporal encoder,1,2026-07,2026-07
advantage-weighted ranking loss,advantage-weighted separation,1,2026-07,2026-07
advantage-weighted ranking loss,mutual transformer,1,2026-07,2026-07
advantage-weighted ranking loss,temporal encoder,1,2026-07,2026-07
advantage-weighted regression,finite-horizon,1,2026-07,2026-07
advantage-weighted regression,harness maturity score,1,2026-07,2026-07
advantage-weighted regression,harness mdp,1,2026-07,2026-07
advantage-weighted regression,offline reinforcement learning,1,2026-07,2026-07
advantage-weighted regression,task-rubric rewards,1,2026-07,2026-07
activation overflow,fixed-point arithmetic,1,2026-07,2026-07
advantage-weighted separation,temporal encoder,1,2026-07,2026-07
adversarial attack,physical plausibility,1,2026-07,2026-07
adversarial attack,scene classification,1,2026-07,2026-07
adversarial attack,thermal-airflow perturbation,1,2026-07,2026-07
adversarial attack,zero-shot attack,1,2026-07,2026-07
adversarial strategy,multi-modality machine unlearning,1,2026-07,2026-07
adversarial strategy,prompt-optimized parameter shaking,1,2026-07,2026-07
adversarial vulnerability,singular vectors,1,2026-07,2026-07
adversarial vulnerability,spectral decomposition,1,2026-07,2026-07
adversarial vulnerability,transformer-based vision-language models,1,2026-07,2026-07
adversarial vulnerability,white-box attack,1,2026-07,2026-07
agent,curation,1,2026-07,2026-07
agent,extraction,1,2026-07,2026-07
agent,knowledge graph,1,2026-07,2026-07
advantage-weighted separation,mutual transformer,1,2026-07,2026-07
activation overflow,lyapunov function,1,2026-07,2026-07
activation overflow,quantisation,1,2026-07,2026-07
activation steering,conditional dialect group invariance (cdgi,1,2026-07,2026-07
activation steering,dialect bias,1,2026-07,2026-07
activations,linear probes,1,2026-07,2026-07
activations,representation sharing,1,2026-07,2026-07
activations,steering vectors,1,2026-07,2026-07
activations,sycophancy,1,2026-07,2026-07
adapter composition schedule,adapter gates,1,2026-07,2026-07
adapter composition schedule,low-rank temporal adapters,1,2026-07,2026-07
adapter composition schedule,recursive prompt bank,1,2026-07,2026-07
adapter composition schedule,shot-local story-global tuning objective,1,2026-07,2026-07
adapter composition schedule,shot-role prompt tokens,1,2026-07,2026-07
adapter composition schedule,text-to-video diffusion transformer,1,2026-07,2026-07
advantage regularization,mixed-mode rollout,1,2026-07,2026-07
adapter gates,recursive prompt bank,1,2026-07,2026-07
adapter gates,shot-local story-global tuning objective,1,2026-07,2026-07
adapter gates,shot-role prompt tokens,1,2026-07,2026-07
adapter gates,text-to-video diffusion transformer,1,2026-07,2026-07
adolescent substance use discourse,naturalistic online setting,1,2026-07,2026-07
adolescent substance use discourse,sentiment and emotion classification,1,2026-07,2026-07
adolescent substance use discourse,temporal analysis,1,2026-07,2026-07
adolescent substance use discourse,transformer-based topic modeling,1,2026-07,2026-07
advantage awareness,dynamic interaction,1,2026-07,2026-07
advantage awareness,human-ai coordination,1,2026-07,2026-07
advantage awareness,predictability,1,2026-07,2026-07
advantage awareness,social norms,1,2026-07,2026-07
advantage awareness,value alignment,1,2026-07,2026-07
advantage regularization,factual hallucination,1,2026-07,2026-07
adapter gates,low-rank temporal adapters,1,2026-07,2026-07
auto-fix,program analysis,1,2026-07,2026-07
auto-fix,smart home configuration,1,2026-07,2026-07
autoformalization,diagnostic evaluation,1,2026-07,2026-07
autoformalization,fine-grained diagnostic annotations,1,2026-07,2026-07
autoformalization,sci error taxonomy,1,2026-07,2026-07
automated evaluation,large language models,1,2026-07,2026-07
automated evaluation,pragmatic quality,1,2026-07,2026-07
automated evaluation,process model generation,1,2026-07,2026-07
automated evaluation,reinforcement learning,1,2026-07,2026-07
automated evaluation,reward function design,1,2026-07,2026-07
automated evaluation,semantic quality,1,2026-07,2026-07
automated evaluation,syntactic quality,1,2026-07,2026-07
automatic speech recognition,encoder-decoder,1,2026-07,2026-07
answer generation,capacity allocation,1,2026-07,2026-07
automatic speech recognition,language model,1,2026-07,2026-07
automatic speech recognition,perplexity,1,2026-07,2026-07
automatic speech recognition,word error rate,1,2026-07,2026-07
automatic speech recognition (asr,cross-modal transformer,1,2026-07,2026-07
automatic speech recognition (asr,knowledge distillation,1,2026-07,2026-07
automatic speech recognition (asr,machine translation,1,2026-07,2026-07
automatic speech recognition (asr,multilingual transcripts,1,2026-07,2026-07
autonomous coding agent,context-rich reviser,1,2026-07,2026-07
autonomous coding agent,hallucination penalties,1,2026-07,2026-07
autonomous coding agent,quality scorer,1,2026-07,2026-07
autonomous coding agent,retrieval-augmented generation,1,2026-07,2026-07
autonomous coding agent,section-aware relevance scoring,1,2026-07,2026-07
autonomous coding agent,snowball citation expansion,1,2026-07,2026-07
autonomous exploration,explorer-definer pipeline,1,2026-07,2026-07
automatic speech recognition,internal language modeling,1,2026-07,2026-07
audio understanding,speech recognition,1,2026-07,2026-07
audio understanding,supervised training,1,2026-07,2026-07
audio understanding,transformer decoder,1,2026-07,2026-07
audio-text llm,distillation,1,2026-07,2026-07
audio-text llm,moe llm,1,2026-07,2026-07
audio-text llm,multimodal generation,1,2026-07,2026-07
audio-text llm,speech recognition,1,2026-07,2026-07
audio-text llm,supervised training,1,2026-07,2026-07
audio-text llm,transformer decoder,1,2026-07,2026-07
auditability,endogenous loss function,1,2026-07,2026-07
auditability,inference-time plasticity,1,2026-07,2026-07
auditability,offline recurrent loop,1,2026-07,2026-07
auditability,path-dependent tension resolution,1,2026-07,2026-07
auto-fix,llm,1,2026-07,2026-07
auditability,structural tension,1,2026-07,2026-07
auditability,topological continuity,1,2026-07,2026-07
auditable engineering cascade,continuous-integration,1,2026-07,2026-07
auditable engineering cascade,corpus,1,2026-07,2026-07
auditable engineering cascade,curator review,1,2026-07,2026-07
auditable engineering cascade,large-language-model,1,2026-07,2026-07
auditable engineering cascade,rule discovery,1,2026-07,2026-07
auditable engineering cascade,threshold check,1,2026-07,2026-07
authorization gateway,hmac-authenticated qr receipt,1,2026-07,2026-07
authorization gateway,hmac-sha256 signature,1,2026-07,2026-07
authorization gateway,role-based policy,1,2026-07,2026-07
authorization gateway,sha-256 hash-chained audit log,1,2026-07,2026-07
auto-fix,constraint-guided llm generation,1,2026-07,2026-07
auto-fix,error detection,1,2026-07,2026-07
auditability,reversibility,1,2026-07,2026-07
backend-specific energy attribution,custom operators,1,2026-07,2026-07
backend-specific energy attribution,energy waste,1,2026-07,2026-07
backend-specific energy attribution,mobile llm inference,1,2026-07,2026-07
backend-specific energy attribution,offloading and quantization strategies,1,2026-07,2026-07
backend-specific energy attribution,powerbench,1,2026-07,2026-07
balanced accuracy,closed-loop program synthesis,1,2026-07,2026-07
balanced accuracy,gradient-boosted tree classifier,1,2026-07,2026-07
balanced accuracy,large language model (llm,1,2026-07,2026-07
balanced accuracy,signal-processing features,1,2026-07,2026-07
balanced accuracy,spike detection,1,2026-07,2026-07
balanced accuracy,tabular classifier,1,2026-07,2026-07
band-gap regimes,elemental and compound phases,1,2026-07,2026-07
band-gap regimes,homology-controlled gene ontology prediction,1,2026-07,2026-07
autonomous exploration,pass 2,1,2026-07,2026-07
band-gap regimes,native structural reasoning,1,2026-07,2026-07
band-gap regimes,retrosynthesis accuracy,1,2026-07,2026-07
band-gap regimes,structure-aware vocabulary,1,2026-07,2026-07
barbet,cer,1,2026-07,2026-07
barbet,pangolintokenizer,1,2026-07,2026-07
barbet,voxcpm2,1,2026-07,2026-07
barbet,wer,1,2026-07,2026-07
barrier-conditioning,consolidation,1,2026-07,2026-07
barrier-conditioning,doob h-transform,1,2026-07,2026-07
barrier-conditioning,intrinsic noise,1,2026-07,2026-07
barrier-conditioning,synaptic rule,1,2026-07,2026-07
bayesian ceiling,inductive bias,1,2026-07,2026-07
bayesian ceiling,information matching,1,2026-07,2026-07
bayesian ceiling,sample efficiency,1,2026-07,2026-07
band-gap regimes,multimodal scientific foundation model,1,2026-07,2026-07
autonomous exploration,pattern discovery,1,2026-07,2026-07
autonomous exploration,program synthesis,1,2026-07,2026-07
autonomous exploration,reflective orchestrator,1,2026-07,2026-07
autonomy framework,evaluation methodologies,1,2026-07,2026-07
autonomy framework,lifelong user modeling,1,2026-07,2026-07
autonomy framework,multimodal alignment,1,2026-07,2026-07
autoregressive decoding,diffusion model,1,2026-07,2026-07
autoregressive decoding,epistemic entropy,1,2026-07,2026-07
autoregressive decoding,forward pass,1,2026-07,2026-07
autoregressive decoding,heaviside gate,1,2026-07,2026-07
autoregressive decoding,joint ar-diffusion objective,1,2026-07,2026-07
autoregressive decoding,predicate-gated state transitions,1,2026-07,2026-07
autoregressive decoding,self-speculation decoding,1,2026-07,2026-07
b-rep geometric evidence,port-based cad assembly library,1,2026-07,2026-07
autoregressive decoding,tri-mode language model,1,2026-07,2026-07
